Date,AveragePrice,TotalVolume,type,year,region
2019-09-01,1.593732676,1838475.07,conventional,2019,NewYork
2019-09-01,2.098717023,74918.88,organic,2019,NewYork
2019-09-08,1.566328441,1644914.34,conventional,2019,NewYork
2019-09-08,2.040848053,79707.08,organic,2019,NewYork
2019-09-15,1.584086196,1324343.35,conventional,2019,NewYork
2019-09-15,1.930002174,86407.2,organic,2019,NewYork
2019-09-22,1.969609373,83420.87,organic,2019,NewYork
2019-09-22,1.625282199,1245504.22,conventional,2019,NewYork
2019-09-29,1.58675181,1343244.55,conventional,2019,NewYork
2019-09-29,1.918748192,87101.4,organic,2019,NewYork
2019-10-06,1.48210369,1419811.07,conventional,2019,NewYork
2019-10-06,1.963743272,78125.66,organic,2019,NewYork
2019-10-13,1.522450072,1760112.08,conventional,2019,NewYork
2019-10-13,1.974687641,66042.54,organic,2019,NewYork
2019-10-20,1.433703936,1360457.71,conventional,2019,NewYork
2019-10-20,1.885327231,62043.1,organic,2019,NewYork
2019-10-27,1.485555538,1363625.8,conventional,2019,NewYork
2019-10-27,1.804887382,68047.83,organic,2019,NewYork
2019-11-03,1.754416629,75285.44,organic,2019,NewYork
2019-11-03,1.438423816,1306910.31,conventional,2019,NewYork
2019-11-10,1.331480927,1452557.08,conventional,2019,NewYork
2019-11-10,1.832259098,70218.02,organic,2019,NewYork
2019-11-17,1.456867951,1289024.13,conventional,2019,NewYork
2019-11-17,1.494121632,129832.43,organic,2019,NewYork
2019-11-24,1.280245574,1675481.85,conventional,2019,NewYork
2019-11-24,1.730673692,69665.55,organic,2019,NewYork
2019-12-01,1.448255724,1239136.4,conventional,2019,NewYork
2019-12-01,1.795132374,68427.58,organic,2019,NewYork
2019-12-08,1.256531637,1607934.65,conventional,2019,NewYork
2019-12-08,1.722649888,70760.47,organic,2019,NewYork
2019-12-15,1.534640463,103244.57,organic,2019,NewYork
2019-12-15,1.447516922,1193048.09,conventional,2019,NewYork
2019-12-22,1.439891518,133188.48,organic,2019,NewYork
2019-12-22,1.470254435,1193915.6,conventional,2019,NewYork
2019-12-29,1.68492668,71438.87,organic,2019,NewYork
2019-12-29,1.479415522,1136078.31,conventional,2019,NewYork
2020-01-06,1.582755122,94457.84,organic,2020,NewYork
2020-01-06,1.27118046,1971892.85,conventional,2020,NewYork
2020-01-12,1.434519424,1586713.46,conventional,2020,NewYork
2020-01-12,1.699698381,97385.09,organic,2020,NewYork
2020-01-19,1.425194596,1576566.52,conventional,2020,NewYork
2020-01-19,1.528310719,127900.96,organic,2020,NewYork
2020-01-26,1.374818839,1647568.29,conventional,2020,NewYork
2020-01-26,1.754602128,98855.43,organic,2020,NewYork
2020-02-02,1.636803292,117941.13,organic,2020,NewYork
2020-02-02,1.331064272,2672684.87,conventional,2020,NewYork
2020-02-09,1.385037068,1958559.35,conventional,2020,NewYork
2020-02-09,1.745574723,79143.44,organic,2020,NewYork
2020-02-16,1.476571297,1458422.11,conventional,2020,NewYork
2020-02-16,1.747608459,83513.5,organic,2020,NewYork
2020-02-23,1.478762733,1516276.75,conventional,2020,NewYork
2020-02-23,1.746825043,79203.15,organic,2020,NewYork
2020-03-01,1.591940773,1474427.75,conventional,2020,NewYork
2020-03-01,1.749618687,196854.04,organic,2020,NewYork
2020-03-08,1.859955069,110743.73,organic,2020,NewYork
2020-03-08,1.634439464,1613948.26,conventional,2020,NewYork
2020-03-15,1.623148049,1922645.66,conventional,2020,NewYork
2020-03-15,1.880939729,121080.94,organic,2020,NewYork
2020-03-22,1.675479991,1784998.41,conventional,2020,NewYork
2020-03-22,1.944275056,96282.06,organic,2020,NewYork
2020-03-29,1.673471223,1755593.79,conventional,2020,NewYork
2020-03-29,1.90618595,97333.81,organic,2020,NewYork
2020-04-05,1.669167957,1905321.57,conventional,2020,NewYork
2020-04-05,2.015059122,103269.12,organic,2020,NewYork
2020-04-12,1.665571822,1777712.63,conventional,2020,NewYork
2020-04-12,2.015025282,100688.11,organic,2020,NewYork
2020-04-19,1.973212167,98709.48,organic,2020,NewYork
2020-04-19,1.66517659,1664796.45,conventional,2020,NewYork
2020-04-26,1.332834047,2459596.99,conventional,2020,NewYork
2020-04-26,1.919446465,88361.64,organic,2020,NewYork
2020-05-03,1.624793779,2033469.1,conventional,2020,NewYork
2020-05-03,2.083826789,77573.08,organic,2020,NewYork
2020-05-10,1.622439961,2327053.11,conventional,2020,NewYork
2020-05-10,2.092076634,103234.76,organic,2020,NewYork
2020-05-17,1.626023581,2009674.32,conventional,2020,NewYork
2020-05-17,1.901311985,130573.49,organic,2020,NewYork
2020-05-24,1.942542636,124412.37,organic,2020,NewYork
2020-05-24,1.620054926,2174767.94,conventional,2020,NewYork
2020-05-31,1.936101347,103132.37,organic,2020,NewYork
2020-05-31,1.330272928,2796115.88,conventional,2020,NewYork
2020-06-07,1.585520933,2089050.9,conventional,2020,NewYork
2020-06-07,1.945733219,113076.75,organic,2020,NewYork
2020-06-14,1.29154242,2874346.08,conventional,2020,NewYork
2020-06-14,1.941078905,100340.96,organic,2020,NewYork
2020-06-21,1.561663314,2077102.5,conventional,2020,NewYork
2020-06-21,1.943867371,99124.49,organic,2020,NewYork
2020-06-28,1.532338594,1946123.99,conventional,2020,NewYork
2020-06-28,2.003142757,95729.82,organic,2020,NewYork
2020-07-05,1.263186699,2399864.06,conventional,2020,NewYork
2020-07-05,2.002490722,96290.46,organic,2020,NewYork
2020-07-12,1.258010984,2209062.58,conventional,2020,NewYork
2020-07-12,2.016617239,90814.24,organic,2020,NewYork
2020-07-19,1.962475676,92869.33,organic,2020,NewYork
2020-07-19,1.191807587,2436210.4,conventional,2020,NewYork
2020-07-26,1.200978559,2227340.89,conventional,2020,NewYork
2020-07-26,1.857464591,95922.84,organic,2020,NewYork
2020-08-02,1.254849691,2058901.34,conventional,2020,NewYork
2020-08-02,1.930763119,93011.1,organic,2020,NewYork
2020-08-09,1.192897295,2116609.0,conventional,2020,NewYork
2020-08-09,1.951936988,91207.29,organic,2020,NewYork
2020-08-16,1.913089464,95638.08,organic,2020,NewYork
2020-08-16,1.187562711,2213484.21,conventional,2020,NewYork
2020-08-23,1.84542421,92570.5,organic,2020,NewYork
2020-08-23,1.168747684,2080480.35,conventional,2020,NewYork
2020-08-30,1.181122763,2060112.77,conventional,2020,NewYork
2020-08-30,1.920908577,86437.46,organic,2020,NewYork
2020-09-06,1.1586564,2116366.54,conventional,2020,NewYork
2020-09-06,1.955140545,83181.51,organic,2020,NewYork
2020-09-13,1.171167201,2062185.58,conventional,2020,NewYork
2020-09-13,1.964638705,83318.38,organic,2020,NewYork
2020-09-20,1.839674729,96894.94,organic,2020,NewYork
2020-09-20,1.195035445,1928773.16,conventional,2020,NewYork
2020-09-27,1.812245951,77931.96,organic,2020,NewYork
2020-09-27,1.131697191,2008870.33,conventional,2020,NewYork
2020-10-04,1.154043428,1923311.95,conventional,2020,NewYork
2020-10-04,1.752125289,80720.15,organic,2020,NewYork
2020-10-11,1.840504268,73085.22,organic,2020,NewYork
2020-10-11,1.122192869,1989670.77,conventional,2020,NewYork
2020-10-18,1.765643113,74682.2,organic,2020,NewYork
2020-10-18,1.135847787,1869741.5,conventional,2020,NewYork
2020-10-25,1.15968232,1831536.56,conventional,2020,NewYork
2020-10-25,1.69075351,85216.93,organic,2020,NewYork
2020-11-01,1.133681539,1816360.1,conventional,2020,NewYork
2020-11-01,1.658317488,85118.86,organic,2020,NewYork
2020-11-08,1.11730045,1916856.87,conventional,2020,NewYork
2020-11-08,1.770130802,86847.47,organic,2020,NewYork
2020-11-15,1.108207243,1958517.06,conventional,2020,NewYork
2020-11-15,1.797560473,78492.39,organic,2020,NewYork
2020-11-22,1.113482115,1856233.39,conventional,2020,NewYork
2020-11-22,1.720490501,82624.29,organic,2020,NewYork
2020-11-29,1.147397064,1611115.93,conventional,2020,NewYork
2020-11-29,1.7195334,73058.83,organic,2020,NewYork
2020-12-06,1.094565886,1841012.73,conventional,2020,NewYork
2020-12-06,1.698267927,86463.32,organic,2020,NewYork
2020-12-13,1.106036022,1851004.23,conventional,2020,NewYork
2020-12-13,1.664177176,94554.42,organic,2020,NewYork
2020-12-20,1.14708345,1789404.67,conventional,2020,NewYork
2020-12-20,1.723768569,88829.89,organic,2020,NewYork
2020-12-27,1.131853081,1634228.7,conventional,2020,NewYork
2020-12-27,1.687646586,79000.65,organic,2020,NewYork
2021-01-04,1.040338974,1980681.63,conventional,2021,NewYork
2021-01-04,1.673763812,93505.02,organic,2021,NewYork
2021-01-10,1.423415096,164443.55,organic,2021,NewYork
2021-01-10,1.110213803,2040568.33,conventional,2021,NewYork
2021-01-17,1.088377914,2164305.5,conventional,2021,NewYork
2021-01-17,1.568892971,140801.07,organic,2021,NewYork
2021-01-24,1.021266531,2419425.8,conventional,2021,NewYork
2021-01-24,1.569655509,149320.18,organic,2021,NewYork
2021-01-31,1.031029579,2479168.12,conventional,2021,NewYork
2021-01-31,1.566471586,135289.27,organic,2021,NewYork
2021-02-07,1.038053075,2597823.88,conventional,2021,NewYork
2021-02-07,1.541579109,142108.67,organic,2021,NewYork
2021-02-14,1.511603311,126393.85,organic,2021,NewYork
2021-02-14,1.044933415,2412844.79,conventional,2021,NewYork
2021-02-21,1.101173828,2062292.45,conventional,2021,NewYork
2021-02-21,1.536058097,135251.04,organic,2021,NewYork
2021-02-28,1.071216661,2246867.28,conventional,2021,NewYork
2021-02-28,1.5737022,139197.66,organic,2021,NewYork
2021-03-07,1.081334239,2309206.26,conventional,2021,NewYork
2021-03-07,1.64807672,120574.17,organic,2021,NewYork
2021-03-14,1.143001438,2195852.76,conventional,2021,NewYork
2021-03-14,1.652163289,120187.78,organic,2021,NewYork
2021-03-21,1.081948831,2235034.38,conventional,2021,NewYork
2021-03-21,1.663030935,115075.14,organic,2021,NewYork
2021-03-28,1.725847462,110040.76,organic,2021,NewYork
2021-03-28,1.220415751,2167655.04,conventional,2021,NewYork
2021-04-04,1.265158385,2091307.39,conventional,2021,NewYork
2021-04-04,1.818652476,104866.96,organic,2021,NewYork
2021-04-11,1.295740844,1912889.17,conventional,2021,NewYork
2021-04-11,1.815847253,101285.24,organic,2021,NewYork
2021-04-18,1.311711335,2012110.93,conventional,2021,NewYork
2021-04-18,1.80363616,116597.94,organic,2021,NewYork
2021-04-25,1.320564196,2032013.51,conventional,2021,NewYork
2021-04-25,1.836986218,116076.88,organic,2021,NewYork
2021-05-02,1.809315036,109303.82,organic,2021,NewYork
2021-05-02,1.225124105,2336367.58,conventional,2021,NewYork
2021-05-09,1.848584464,104272.27,organic,2021,NewYork
2021-05-09,1.249913746,2231319.78,conventional,2021,NewYork
2021-05-16,1.247930506,1920917.19,conventional,2021,NewYork
2021-05-16,1.864939202,99160.23,organic,2021,NewYork
2021-05-23,1.296293797,2065111.45,conventional,2021,NewYork
2021-05-23,1.844940129,107730.04,organic,2021,NewYork
2021-05-30,1.326662627,1995497.02,conventional,2021,NewYork
2021-05-30,1.863880645,110260.72,organic,2021,NewYork
2021-06-06,1.309365854,1977246.73,conventional,2021,NewYork
2021-06-06,1.846574959,112585.73,organic,2021,NewYork
2021-06-13,1.829470109,112836.53,organic,2021,NewYork
2021-06-13,1.323702292,1953870.54,conventional,2021,NewYork
2021-06-20,1.607559617,95547.71,organic,2021,NewYork
2021-06-20,1.290625484,2083078.35,conventional,2021,NewYork
2021-06-27,1.697190077,82797.47,organic,2021,NewYork
2021-06-27,1.356667129,1838301.73,conventional,2021,NewYork
2021-07-04,1.639021005,84146.83,organic,2021,NewYork
2021-07-04,1.27915403,2139151.19,conventional,2021,NewYork
2021-07-11,1.335340171,1885599.79,conventional,2021,NewYork
2021-07-11,1.700798463,79654.08,organic,2021,NewYork
2021-07-18,1.256683374,1943955.98,conventional,2021,NewYork
2021-07-18,1.782734162,88110.09,organic,2021,NewYork
2021-07-25,1.295068913,1751276.59,conventional,2021,NewYork
2021-07-25,1.850437926,91584.95,organic,2021,NewYork
2021-08-01,1.891109164,84159.15,organic,2021,NewYork
2021-08-01,1.230645802,1892089.06,conventional,2021,NewYork
2021-08-08,1.919685255,79736.37,organic,2021,NewYork
2021-08-08,1.304588838,1689955.93,conventional,2021,NewYork
2021-08-15,1.195923576,1944980.34,conventional,2021,NewYork
2021-08-15,1.750679469,93959.33,organic,2021,NewYork
2021-08-22,1.269475462,1724838.78,conventional,2021,NewYork
2021-08-22,1.752749309,99396.85,organic,2021,NewYork
2021-08-29,1.182022351,1744932.85,conventional,2021,NewYork
2021-08-29,1.729413362,101446.43,organic,2021,NewYork
2021-09-05,1.20575063,1578181.08,conventional,2021,NewYork
2021-09-05,1.782745917,113638.03,organic,2021,NewYork
2021-09-12,1.767433571,110334.81,organic,2021,NewYork
2021-09-12,1.198283149,1740583.64,conventional,2021,NewYork
2021-09-19,1.322017895,1574551.67,conventional,2021,NewYork
2021-09-19,1.691054595,122312.98,organic,2021,NewYork
2021-09-26,1.288814277,1742124.78,conventional,2021,NewYork
2021-09-26,1.816389172,99310.15,organic,2021,NewYork
2021-10-03,1.410815484,1537085.22,conventional,2021,NewYork
2021-10-03,1.795157856,97048.63,organic,2021,NewYork
2021-10-10,1.303762986,1878276.75,conventional,2021,NewYork
2021-10-10,1.830077384,91442.46,organic,2021,NewYork
2021-10-17,1.402818432,1626105.89,conventional,2021,NewYork
2021-10-17,1.808409029,93291.8,organic,2021,NewYork
2021-10-24,1.695309072,104391.14,organic,2021,NewYork
2021-10-24,1.422170713,1534847.07,conventional,2021,NewYork
2021-10-31,1.390987977,1562117.96,conventional,2021,NewYork
2021-10-31,1.798086492,97321.64,organic,2021,NewYork
2021-11-07,1.364318037,1745806.44,conventional,2021,NewYork
2021-11-07,1.79549928,94456.51,organic,2021,NewYork
2021-11-14,1.437514801,1484783.9,conventional,2021,NewYork
2021-11-14,1.771027485,102101.29,organic,2021,NewYork
2021-11-21,1.3750143,1780656.82,conventional,2021,NewYork
2021-11-21,1.782591533,100461.12,organic,2021,NewYork
2021-11-28,1.440478306,1399089.36,conventional,2021,NewYork
2021-11-28,1.813745887,84999.79,organic,2021,NewYork
